"country","hhid","grappe","menage","vague","logem","mur","toit","sol","eauboi_ss","eauboi_sp","elec_ac","elec_ur","elec_ua","ordure","toilet","eva_toi","eva_eau","year","tv","fer","frigo","cuisin","ordin","decod","car","superf","grosrum","petitrum","porc","lapin","volail","sh_id_demo","sh_co_natu","sh_co_eco","sh_id_eco","sh_co_vio","sh_co_oth"
"BEN",202108,202,108,1,3,1,1,1,1,0,1,1,0,1,0,1,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",202131,202,131,1,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",202154,202,154,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",202176,202,176,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",202222,202,222,1,3,1,1,1,0,0,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",202224,202,224,1,3,1,1,1,1,0,1,1,0,1,0,0,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",202244,202,244,1,3,1,1,1,0,0,0,0,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",202267,202,267,1,1,1,1,1,0,0,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",202750,202,750,1,1,1,1,1,1,1,0,0,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",203017,203,17,2,3,1,1,1,0,0,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",203050,203,50,2,3,1,1,1,1,1,1,1,0,1,1,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",203067,203,67,2,3,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",203117,203,117,2,4,1,1,1,1,1,1,1,0,1,1,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,0,0
"BEN",203134,203,134,2,3,1,1,1,0,0,0,1,0,0,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",203151,203,151,2,3,1,1,1,1,1,1,1,0,1,1,0,1,2021,1,1,0,1,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",203154,203,154,2,3,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",203184,203,184,2,3,1,1,1,0,0,0,0,1,0,0,1,1,2021,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",203201,203,201,2,1,1,1,1,0,0,1,1,0,1,0,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",203218,203,218,2,3,1,1,1,1,1,1,1,0,0,1,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",203251,203,251,2,3,1,1,1,0,0,1,1,0,0,0,1,0,2021,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",203268,203,268,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,1,1,0,0,1,1,,0,0,0,0,0,0,0,1,1,0,0
"BEN",204036,204,36,1,3,1,1,1,1,1,0,1,0,0,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",204071,204,71,1,3,1,1,1,1,1,1,1,0,1,1,0,0,2021,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",204089,204,89,1,3,1,1,1,0,1,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",204107,204,107,1,3,1,1,1,1,1,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",204125,204,125,1,3,1,1,1,0,0,1,1,0,0,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",204161,204,161,1,2,1,1,1,1,1,1,1,0,1,1,0,1,2021,1,0,0,0,0,0,0,4.98974514007568,0,0,0,0,0,0,0,0,0,0,0
"BEN",204233,204,233,1,3,1,1,1,0,0,1,1,0,1,0,0,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",204251,204,251,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2021,1,1,1,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
"BEN",204269,204,269,1,3,1,1,1,0,0,1,1,0,1,0,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",204287,204,287,1,4,1,1,1,1,1,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",204751,204,751,1,3,1,1,1,1,1,1,1,0,1,0,0,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",205010,205,10,2,4,1,1,1,0,0,0,0,0,0,1,0,0,2021,0,0,0,0,0,0,0,,0,8,0,0,5,1,0,0,0,0,0
"BEN",205022,205,22,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",205047,205,47,2,1,1,1,1,0,0,1,1,0,0,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,11,9,1,0,1,0,0,0
"BEN",205059,205,59,2,3,1,1,1,0,0,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",205071,205,71,2,3,1,1,1,0,0,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,6,1,0,0,1,0,0
"BEN",205095,205,95,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2021,1,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",205107,205,107,2,3,1,1,1,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",205119,205,119,2,2,1,1,0,0,0,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",205144,205,144,2,1,1,1,1,0,0,1,1,0,0,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",205156,205,156,2,4,1,1,1,0,0,0,0,1,0,0,0,0,2021,1,0,0,0,0,1,0,3.56826043128967,0,0,0,0,4,1,0,0,0,0,0
"BEN",205168,205,168,2,2,1,1,1,0,0,0,0,1,0,0,0,0,2021,1,0,0,0,0,1,0,0.899999976158142,0,4,0,0,8,1,0,0,0,0,0
"BEN",205192,205,192,2,4,1,1,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,,0,12,0,0,6,0,0,0,0,0,0
"BEN",206026,206,26,1,3,1,1,1,0,1,1,1,0,0,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206057,206,57,1,1,1,1,1,0,0,1,1,0,1,0,0,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206088,206,88,1,1,1,1,1,1,1,1,1,0,0,0,1,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206119,206,119,1,3,1,1,1,1,1,1,1,0,0,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206181,206,181,1,2,1,1,1,0,0,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206213,206,213,1,2,1,1,1,0,0,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206244,206,244,1,3,1,1,1,0,0,1,1,0,1,0,0,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206306,206,306,1,3,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",206462,206,462,1,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206493,206,493,1,4,1,1,1,1,1,1,1,0,0,0,1,1,2021,1,0,1,0,0,0,0,,0,0,0,0,34,0,0,1,0,0,0
"BEN",206752,206,752,1,2,1,1,1,1,1,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",206753,206,753,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",207067,207,67,2,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",207076,207,76,2,4,1,1,1,1,1,1,1,0,1,0,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",207103,207,103,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,1,0,1,1,0,,0,0,0,0,0,1,0,1,1,0,0
"BEN",207118,207,118,2,4,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",207125,207,125,2,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",207129,207,129,2,4,1,1,1,1,1,1,1,0,1,1,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",207182,207,182,2,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",207208,207,208,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",207234,207,234,2,2,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",207313,207,313,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,1,0,0,1,1,,0,0,0,0,0,1,0,1,0,0,0
"BEN",207339,207,339,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",207392,207,392,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,1,1,0,0,1,0,,0,0,0,0,0,0,0,1,1,0,0
"BEN",208010,208,10,1,2,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",208021,208,21,1,2,1,1,1,1,1,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",208032,208,32,1,3,1,1,1,1,1,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",208043,208,43,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,5.78063678741455,0,0,0,0,0,0,0,0,0,0,0
"BEN",208054,208,54,1,2,1,1,1,1,1,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",208065,208,65,1,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,2,0,0,6,0,0,0,0,0,0
"BEN",208087,208,87,1,2,1,1,1,1,0,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,1,0,0,0
"BEN",208098,208,98,1,1,1,1,1,1,0,1,1,0,1,1,0,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",208109,208,109,1,1,1,1,1,0,0,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",208119,208,119,1,1,1,1,1,0,0,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",208130,208,130,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",208754,208,754,1,3,1,1,1,0,0,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",209024,209,24,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,0,1
"BEN",209041,209,41,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",209076,209,76,2,4,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,0,0
"BEN",209094,209,94,2,4,1,1,1,1,1,1,1,0,0,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",209112,209,112,2,1,1,1,1,1,1,1,1,0,0,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",209117,209,117,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",209122,209,122,2,1,1,1,1,0,0,0,0,1,0,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",209129,209,129,2,4,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",209164,209,164,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",209182,209,182,2,3,1,1,1,0,0,1,1,0,0,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",209235,209,235,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",209270,209,270,2,1,1,1,1,1,1,0,0,1,0,0,1,0,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",210008,210,8,1,2,1,1,1,1,1,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0
"BEN",210030,210,30,1,1,1,1,1,1,0,1,0,1,1,0,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",210053,210,53,1,2,1,1,1,1,1,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
"BEN",210075,210,75,1,2,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",210097,210,97,1,2,1,1,1,1,1,0,0,1,1,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",210120,210,120,1,3,1,1,1,1,0,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",210142,210,142,1,2,1,1,1,1,1,1,1,0,1,0,0,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",210209,210,209,1,3,1,1,1,0,0,0,1,0,1,1,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",210232,210,232,1,1,1,1,1,0,0,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",210254,210,254,1,3,1,1,1,1,0,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",210910,210,910,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",211006,211,6,2,4,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",211010,211,10,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",211025,211,25,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",211041,211,41,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",211055,211,55,2,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",211070,211,70,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,1,0,0
"BEN",211085,211,85,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",211114,211,114,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",211129,211,129,2,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",211174,211,174,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",211189,211,189,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",211233,211,233,2,3,1,1,1,1,1,1,1,0,1,1,1,0,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212005,212,5,1,1,1,1,1,1,1,0,0,1,0,0,1,0,2021,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212013,212,13,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212020,212,20,1,3,1,1,1,1,1,1,1,0,1,0,1,0,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212035,212,35,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,0,1,0,1,0,0,0,1.60601425170898,0,20,0,0,0,0,0,0,0,0,0
"BEN",212043,212,43,1,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212050,212,50,1,3,1,1,1,1,1,1,1,0,1,1,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",212057,212,57,1,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212072,212,72,1,1,1,1,1,0,0,1,1,0,1,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",212080,212,80,1,1,1,1,1,0,0,1,0,1,0,0,1,1,2021,0,0,0,0,0,0,0,,0,10,0,0,20,0,0,0,0,0,0
"BEN",212087,212,87,1,1,1,1,1,0,0,1,0,1,1,0,0,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212102,212,102,1,3,1,1,1,1,1,1,1,0,1,0,1,0,2021,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",212110,212,110,1,3,1,1,1,0,0,1,0,1,1,1,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",213016,213,16,2,4,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,1
"BEN",213033,213,33,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,1,0,0
"BEN",213045,213,45,2,4,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,0,0,,0,11,0,0,20,0,0,0,0,0,0
"BEN",213050,213,50,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,1,1,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",213067,213,67,2,4,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",213101,213,101,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,1,1,1,1,1,,0,0,0,0,0,1,0,1,0,0,0
"BEN",213118,213,118,2,4,1,1,0,1,1,1,1,0,1,0,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"BEN",213145,213,145,2,3,1,1,1,0,0,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",213152,213,152,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",213186,213,186,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",213203,213,203,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",213254,213,254,2,3,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",214008,214,8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,,150,0,0,0,0,0,0,0,0,0,0
"BEN",214022,214,22,1,2,1,1,0,1,1,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,6.54792714118958,51,4,0,0,30,0,1,0,0,0,0
"BEN",214064,214,64,1,2,0,1,0,1,1,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,1.92701315879822,30,0,0,0,0,0,1,0,0,0,0
"BEN",214092,214,92,1,1,1,1,1,0,0,1,1,0,0,0,1,0,2021,0,0,0,0,0,0,0,,10,0,0,0,0,1,0,1,0,0,0
"BEN",214106,214,106,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,3.26735413074493,0,0,0,0,0,1,1,0,0,0,0
"BEN",214120,214,120,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0
"BEN",214134,214,134,1,1,1,1,1,1,1,0,0,1,1,0,1,0,2021,1,0,0,0,0,1,0,,4,2,0,0,5,0,1,0,0,0,0
"BEN",214148,214,148,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,0.5,0,2,0,0,20,0,0,0,0,0,0
"BEN",214163,214,163,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,3.00550484657288,0,0,0,0,35,1,0,1,0,0,0
"BEN",214205,214,205,1,1,1,1,1,0,0,1,1,0,0,0,0,0,2021,0,0,0,0,0,0,0,4.77658212184906,0,0,0,0,20,1,0,1,0,0,0
"BEN",214755,214,755,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,1,1,0,0
"BEN",214911,214,911,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2021,0,0,0,0,0,0,0,3.521728515625,20,0,0,0,0,0,0,1,0,1,0
"BEN",215002,215,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,1,,0,0,0,0,0,1,0,1,0,0,0
"BEN",215025,215,25,2,4,1,1,1,1,1,0,0,1,0,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",215037,215,37,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",215049,215,49,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",215072,215,72,2,1,1,1,1,1,1,1,1,0,1,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",215084,215,84,2,3,1,1,1,1,1,1,1,0,0,0,1,1,2021,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",215096,215,96,2,4,1,1,1,0,0,1,1,0,0,0,1,1,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",215119,215,119,2,4,1,1,1,1,1,1,1,0,1,0,1,1,2021,1,1,1,0,0,1,0,,0,0,0,0,0,1,0,1,0,0,0
"BEN",215143,215,143,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"BEN",215166,215,166,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",215178,215,178,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,1,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
"BEN",215191,215,191,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,1,1,0,0
"BEN",216001,216,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,5.54899978637695,0,0,0,0,0,0,0,0,0,0,0
"BEN",216009,216,9,1,2,1,1,0,1,1,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,2.99999998509884,4,3,0,0,26,0,0,1,1,0,0
"BEN",216016,216,16,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,,0,12,0,0,5,0,0,0,0,0,0
"BEN",216024,216,24,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,2.74000000953674,3,18,0,0,43,1,0,1,0,0,0
"BEN",216031,216,31,1,4,1,1,0,1,1,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,4.3899998664856,0,0,0,0,0,0,0,0,0,0,0
"BEN",216039,216,39,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,0.796299993991852,5,12,0,0,53,1,0,1,1,1,0
"BEN",216046,216,46,1,2,0,1,0,1,1,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,1.41660004854202,10,4,0,0,100,1,0,0,0,0,0
"BEN",216054,216,54,1,2,1,1,0,1,1,0,0,1,0,0,0,0,2021,0,0,0,0,0,0,0,12.2600002288818,28,25,0,0,35,1,0,1,0,0,0
